Uniprot	Pref_Name	Gene ID	Target_Class	Organism	Near_Neighbor_ChEMBLID	Near_Neighbor_Smiles	Near_Neighbor_Bioactive_organism	Near_Neighbor_conf_score	NN_activity	NN_Units	Input_Compound	Similarity
Q9P289	Serine/threonine-protein kinase MST4	51765	Transferases	Homo sapiens	CHEMBL509032	COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1	Homo sapiens	8	6.29	Kd	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.416666666667
Q9P286	Serine/threonine-protein kinase PAK7	57144	Kinase	Homo sapiens	CHEMBL509032	COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1	Homo sapiens	8	6.41	Kd	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.416666666667
Q9P0L2	Serine/threonine-protein kinase MARK1	4139	Kinase	Homo sapiens	CHEMBL509032	COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1	Homo sapiens	8	7.51	Kd	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.416666666667
Q9NY57	Serine/threonine-protein kinase 32B	55351	Kinase	Homo sapiens	CHEMBL509032	COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1	Homo sapiens	8	7.62	Kd	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.416666666667
Q9NWZ3	Interleukin-1 receptor-associated kinase 4	51135	Kinase	Homo sapiens	CHEMBL509032	COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1	Homo sapiens	8	7.4	Ki	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.416666666667
Q9NSY1	BMP-2-inducible protein kinase	55589	Kinase	Homo sapiens	CHEMBL509032	COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1	Homo sapiens	8	5.72	Kd	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.416666666667
Q9NRP7	Serine/threonine-protein kinase 36	27148	Kinase	Homo sapiens	CHEMBL509032	COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1	Homo sapiens	8	5.85	Kd	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.416666666667
Q9NRM7	Serine/threonine-protein kinase LATS2	26524	Kinase	Homo sapiens	CHEMBL509032	COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1	Homo sapiens	8	5.7	Kd	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.416666666667
Q9NQU5	Serine/threonine-protein kinase PAK6	56924	Kinase	Homo sapiens	CHEMBL509032	COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1	Homo sapiens	8	5.46	Kd	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.416666666667
Q9HC98	Serine/threonine-protein kinase NEK6	10783	Kinase	Homo sapiens	CHEMBL509032	COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1	Homo sapiens	8	5.89	Kd	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.416666666667
Q9HBH9	MAP kinase signal-integrating kinase 2	2872	Kinase	Homo sapiens	CHEMBL509032	COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1	Homo sapiens	8	7.36	Kd	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.416666666667
Q9HAZ1	Dual specificity protein kinase CLK4	57396	Kinase	Homo sapiens	CHEMBL509032	COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1	Homo sapiens	8	7.7	Ki	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.416666666667
Q9H422	Homeodomain-interacting protein kinase 3	10114	Kinase	Homo sapiens	CHEMBL509032	COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1	Homo sapiens	8	5.16	Kd	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.416666666667
Q9H3Y6	Tyrosine-protein kinase Srms	6725	Kinase	Homo sapiens	CHEMBL509032	COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1	Homo sapiens	8	6.8	Kd	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.416666666667
Q9H2X6	Homeodomain-interacting protein kinase 2	28996	Kinase	Homo sapiens	CHEMBL509032	COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1	Homo sapiens	8	5.36	Kd	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.416666666667
Q9H2K8	Serine/threonine-protein kinase TAO3	51347	Kinase	Homo sapiens	CHEMBL509032	COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1	Homo sapiens	8	7.36	Kd	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.416666666667
Q9H2G2	Serine/threonine-protein kinase 2	9748	Kinase	Homo sapiens	CHEMBL509032	COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1	Homo sapiens	8	8.3	Ki	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.416666666667
Q9H0K1	Serine/threonine-protein kinase SIK2	23235	Kinase	Homo sapiens	CHEMBL509032	COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1	Homo sapiens	8	7.77	Kd	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.416666666667
Q9H093	NUAK family SNF1-like kinase 2	81788	Kinase	Homo sapiens	CHEMBL509032	COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1	Homo sapiens	8	8.92	Kd	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.416666666667
Q9C098	Serine/threonine-protein kinase DCLK3	85443	Kinase	Homo sapiens	CHEMBL509032	COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1	Homo sapiens	8	7.85	Kd	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.416666666667
Q9BZL6	Serine/threonine-protein kinase D2	25865	Kinase	Homo sapiens	CHEMBL509032	COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1	Homo sapiens	8	7.3	Ki	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.416666666667
Q9BYT3	Serine/threonine-protein kinase 33	65975	Kinase	Homo sapiens	CHEMBL509032	COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1	Homo sapiens	8	8.49	Kd	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.416666666667
Q9BXA7	Testis-specific serine/threonine-protein kinase 1	83942	Kinase	Homo sapiens	CHEMBL509032	COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1	Homo sapiens	8	7.6	Kd	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.416666666667
Q99759	Mitogen-activated protein kinase kinase kinase 3	4215	Kinase	Homo sapiens	CHEMBL509032	COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1	Homo sapiens	8	6.5	Kd	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.416666666667
Q99755	Phosphatidylinositol-4-phosphate 5-kinase type-1 alpha	8394	Kinase	Homo sapiens	CHEMBL509032	COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1	Homo sapiens	8	5.01	Kd	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.416666666667
Q96SB4	Serine/threonine-protein kinase SRPK1	6732	Kinase	Homo sapiens	CHEMBL509032	COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1	Homo sapiens	8	6.0	Ki	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.416666666667
Q96RR4	CaM-kinase kinase beta	10645	Kinase	Homo sapiens	CHEMBL509032	COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1	Homo sapiens	8	7.96	Kd	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.416666666667
Q96Q40	Serine/threonine-protein kinase PFTAIRE-2	65061	Kinase	Homo sapiens	CHEMBL509032	COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1	Homo sapiens	8	5.68	Kd	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.416666666667
Q96PF2	Testis-specific serine/threonine-protein kinase 2	23617	Kinase	Homo sapiens	CHEMBL509032	COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1	Homo sapiens	8	8.0	Ki	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.416666666667
Q96NX5	CaM kinase I gamma	57172	Kinase	Homo sapiens	CHEMBL509032	COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1	Homo sapiens	8	5.52	Kd	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.416666666667
Q96L34	MAP/microtubule affinity-regulating kinase 4	57787	Kinase	Homo sapiens	CHEMBL509032	COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1	Homo sapiens	8	7.92	Kd	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.416666666667
Q96D53	Uncharacterized aarF domain-containing protein kinase 4	79934	Kinase	Homo sapiens	CHEMBL509032	COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1	Homo sapiens	8	7.04	Kd	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.416666666667
Q92918	Mitogen-activated protein kinase kinase kinase kinase 1	11184	Kinase	Homo sapiens	CHEMBL509032	COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1	Homo sapiens	8	6.85	Kd	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.416666666667
Q8WXR4	Myosin-IIIB	140469	Kinase	Homo sapiens	CHEMBL509032	COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1	Homo sapiens	8	7.09	Kd	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.416666666667
Q8WU08	Serine/threonine-protein kinase 32A	202374	Kinase	Homo sapiens	CHEMBL509032	COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1	Homo sapiens	8	7.89	Kd	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.416666666667
Q8WTQ7	G protein-coupled receptor kinase 7	131890	Kinase	Homo sapiens	CHEMBL509032	COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1	Homo sapiens	8	6.44	Kd	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.416666666667
Q8TDX7	Serine/threonine-protein kinase NEK7	140609	Kinase	Homo sapiens	CHEMBL509032	COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1	Homo sapiens	8	5.64	Kd	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.416666666667
Q8TDR2	Serine/threonine-protein kinase 35	140901	Kinase	Homo sapiens	CHEMBL509032	COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1	Homo sapiens	8	6.58	Kd	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.416666666667
Q8TDC3	BR serine/threonine-protein kinase 1	84446	Kinase	Homo sapiens	CHEMBL509032	COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1	Homo sapiens	8	7.3	Ki	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.416666666667
Q8TD19	Serine/threonine-protein kinase NEK9	91754	Kinase	Homo sapiens	CHEMBL509032	COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1	Homo sapiens	8	6.1	Kd	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.416666666667
Q8TD08	Mitogen-activated protein kinase 15	225689	Kinase	Homo sapiens	CHEMBL509032	COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1	Homo sapiens	8	6.68	Kd	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.416666666667
Q8TBX8	Phosphatidylinositol-5-phosphate 4-kinase type-2 gamma	79837	Kinase	Homo sapiens	CHEMBL509032	COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1	Homo sapiens	8	5.64	Kd	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.416666666667
Q8NI60	Chaperone activity of bc1 complex-like, mitochondrial	56997	Kinase	Homo sapiens	CHEMBL509032	COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1	Homo sapiens	8	5.77	Kd	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.416666666667
Q8NFD2	Ankyrin repeat and protein kinase domain-containing protein 1	255239	Kinase	Homo sapiens	CHEMBL509032	COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1	Homo sapiens	8	5.03	Kd	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.416666666667
Q8NEV4	Myosin IIIA	53904	Kinase	Homo sapiens	CHEMBL509032	COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1	Homo sapiens	8	7.17	Kd	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.416666666667
Q8NE63	Homeodomain-interacting protein kinase 4	147746	Kinase	Homo sapiens	CHEMBL509032	COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1	Homo sapiens	8	6.46	Kd	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.416666666667
Q8N752	Casein kinase I isoform alpha-like	122011	Kinase	Homo sapiens	CHEMBL509032	COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1	Homo sapiens	8	5.28	Kd	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.416666666667
Q8N5S9	CaM-kinase kinase alpha	84254	Kinase	Homo sapiens	CHEMBL509032	COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1	Homo sapiens	8	7.3	Kd	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.416666666667
Q8N4C8	Misshapen-like kinase 1	50488	Kinase	Homo sapiens	CHEMBL509032	COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1	Homo sapiens	8	6.48	Kd	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.416666666667
Q8IYT8	Serine/threonine-protein kinase ULK2	9706	Kinase	Homo sapiens	CHEMBL509032	COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1	Homo sapiens	8	8.74	Kd	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.416666666667
Q8IY84	Serine/threonine-protein kinase NIM1	167359	Kinase	Homo sapiens	CHEMBL509032	COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1	Homo sapiens	8	5.58	Kd	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.416666666667
Q8IWQ3	BR serine/threonine-protein kinase 2	9024	Kinase	Homo sapiens	CHEMBL509032	COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1	Homo sapiens	8	6.72	Kd	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.416666666667
Q8IVH8	Mitogen-activated protein kinase kinase kinase kinase 3	8491	Kinase	Homo sapiens	CHEMBL509032	COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1	Homo sapiens	8	7.19	Kd	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.416666666667
Q8IU85	CaM kinase I delta	57118	Kinase	Homo sapiens	CHEMBL509032	COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1	Homo sapiens	8	6.64	Kd	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.416666666667
Q86Z02	Homeodomain-interacting protein kinase 1	204851	Kinase	Homo sapiens	CHEMBL509032	COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1	Homo sapiens	8	5.36	Kd	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.416666666667
Q7L7X3	Serine/threonine-protein kinase TAO1	57551	Kinase	Homo sapiens	CHEMBL509032	COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1	Homo sapiens	8	7.6	Kd	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.416666666667
Q7KZI7	MAP/microtubule affinity-regulating kinase 2	2011	Kinase	Homo sapiens	CHEMBL509032	COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1	Homo sapiens	8	7.36	Kd	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.416666666667
Q6XUX3	Dual serine/threonine and tyrosine protein kinase	25778	Kinase	Homo sapiens	CHEMBL509032	COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1	Homo sapiens	8	7.24	Kd	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.416666666667
Q6PHR2	Serine/threonine-protein kinase ULK3	25989	Kinase	Homo sapiens	CHEMBL509032	COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1	Homo sapiens	8	7.96	Kd	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.416666666667
Q6DT37	Serine/threonine-protein kinase MRCK gamma	55561	Kinase	Homo sapiens	CHEMBL509032	COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1	Homo sapiens	8	5.02	Kd	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.416666666667
Q5VT25	Serine/threonine-protein kinase MRCK-A	8476	Kinase	Homo sapiens	CHEMBL509032	COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1	Homo sapiens	8	5.4	Ki	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.416666666667
Q59H18	Serine/threonine-protein kinase TNNI3K	51086 100526835	Other	Homo sapiens	CHEMBL509032	COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1	Homo sapiens	8	5.7	Kd	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.416666666667
